 par_1      , par_2      , par_3      , par_4      , par_5      , par_6      , par_7      , par_8      , par_9      , par_10     , par_11     , par_12     , par_13     , par_14     , par_15     , par_16     , par_17     , par_18     , par_19     , par_20     , par_21     , par_22     , par_23     , par_24     , par_25     , par_26     , par_27     , par_28     , par_29     , par_30     , par_31     , par_32     , par_33     , par_34     , par_35     , par_36     , par_37     , par_38     , par_39     , par_40     , par_41     , par_42     , par_43     , par_44     , par_45     , par_46     , par_47     , par_48     , par_49     , par_50     , par_51     , par_52     , par_53     , par_54     , par_55     , par_56     , par_57     , par_58     , par_59     , par_60     , par_61     , par_62     , par_63     , par_64     , f_value    
 +0.0000e+00, +4.8238e-03, +3.4692e-06, +9.8423e-03, +0.0000e+00, +0.0000e+00, +3.9481e-01, +3.8522e-02, +0.0000e+00, +1.1121e-01, +2.3830e-02, +0.0000e+00, +4.8795e-01, +0.0000e+00, +0.0000e+00, +4.2854e-02, +0.0000e+00, +2.2689e-03, +2.6439e-01, +0.0000e+00, +1.0781e-01, +1.2512e-01, +2.5447e-01, +1.9252e-02, +0.0000e+00, +7.3412e-03, +2.3370e-01, +0.0000e+00, +0.0000e+00, +2.0163e+00, +1.0275e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0602e-01, +1.2777e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.7461e-02, +1.1701e-01, +3.6255e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0061e+00, +4.7704e-01, +2.8553e-04, +0.0000e+00, +0.0000e+00, +4.3781e-01, +0.0000e+00, +6.9185e-01, +8.0860e-01, +4.9812e-01, +8.5688e-03, +1.0000e+06
 +0.0000e+00, +3.4965e-03, +8.3643e-02, +1.1304e-01, +0.0000e+00, +0.0000e+00, +3.4378e-01, +1.2487e-02, +0.0000e+00, +6.5243e-02, +9.4377e-04, +0.0000e+00, +3.6681e-01, +0.0000e+00, +0.0000e+00, +4.6366e-03, +0.0000e+00, +1.2393e-03, +2.1088e-01, +0.0000e+00, +2.7632e-01, +3.3657e-01, +9.7437e-02, +2.3364e-02, +0.0000e+00, +8.7134e-03, +1.8077e-01, +0.0000e+00, +0.0000e+00, +2.0324e+00, +7.8078e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.7145e+00, +7.9492e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1144e+00, +1.3237e-01, +1.7360e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2244e-03, +1.2638e+00, +6.9651e-04, +0.0000e+00, +0.0000e+00, +1.8252e-01, +0.0000e+00, +5.7205e-01, +6.3677e-01, +4.5630e-01, +1.9287e-02, +1.0000e+06
 +0.0000e+00, +6.2358e-03, +3.9157e-01, +7.4730e-02, +0.0000e+00, +0.0000e+00, +1.1649e-01, +6.1801e-03, +0.0000e+00, +1.4286e-01, +2.3764e-02, +0.0000e+00, +1.3881e-01, +0.0000e+00, +0.0000e+00, +4.1768e-02, +0.0000e+00, +4.1768e-03, +2.0955e-01, +0.0000e+00, +2.3442e-01, +8.1438e-01, +6.8939e-02, +1.2954e-02, +0.0000e+00, +7.6900e-03, +4.0092e-01, +0.0000e+00, +0.0000e+00, +2.0889e+00, +7.5421e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7739e+00, +1.0361e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.1349e-01, +6.8759e-01, +7.1247e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0904e+00, +8.5795e-02, +3.1235e-02, +0.0000e+00, +0.0000e+00, +2.0864e-01, +0.0000e+00, +1.1520e-01, +4.2792e-01, +9.3906e-02, +3.3577e-03, +1.0000e+06
 +0.0000e+00, +5.6115e-03, +3.2360e-02, +1.1785e-01, +0.0000e+00, +0.0000e+00, +2.0711e-01, +6.5244e-02, +0.0000e+00, +1.4446e-01, +1.0385e-02, +0.0000e+00, +7.5575e-02, +0.0000e+00, +0.0000e+00, +6.3580e-02, +0.0000e+00, +3.2136e-02, +2.6560e-02, +0.0000e+00, +1.6744e-01, +4.5403e-01, +5.3596e-03, +2.0007e-02, +0.0000e+00, +1.3966e-01, +2.2123e-01, +0.0000e+00, +0.0000e+00, +2.7998e+00, +1.0967e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0064e+00, +6.8022e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.8604e-01, +1.4065e-01, +4.6966e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.4374e-01, +4.9782e-02, +3.9702e-02, +0.0000e+00, +0.0000e+00, +3.5822e-01, +0.0000e+00, +2.8694e-01, +2.5289e-01, +5.3723e-01, +1.3565e-02, +1.0000e+06
 +0.0000e+00, +6.1964e-04, +3.4299e-01, +1.3721e-02, +0.0000e+00, +0.0000e+00, +9.4148e-02, +5.0638e-02, +0.0000e+00, +1.3212e-02, +1.5548e-02, +0.0000e+00, +4.3021e-01, +0.0000e+00, +0.0000e+00, +2.6850e-02, +0.0000e+00, +3.7362e-02, +4.9728e-03, +0.0000e+00, +2.7893e-01, +7.5811e-01, +1.1261e-01, +1.9103e-02, +0.0000e+00, +1.2508e-01, +4.2707e-01, +0.0000e+00, +0.0000e+00, +3.7238e-01, +2.8890e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1440e+00, +2.1343e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.4550e-01, +2.5619e+00, +9.1392e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.3336e-01, +1.0213e+00, +1.0999e-02, +0.0000e+00, +0.0000e+00, +3.7130e-01, +0.0000e+00, +4.0701e-01, +1.5482e+00, +3.2754e-01, +2.1118e-02, +1.0000e+06
 +0.0000e+00, +4.7985e-05, +4.2455e-01, +2.9605e-02, +0.0000e+00, +0.0000e+00, +7.5164e-02, +6.0070e-02, +0.0000e+00, +9.5563e-02, +1.7122e-02, +0.0000e+00, +4.1944e-01, +0.0000e+00, +0.0000e+00, +4.5558e-02, +0.0000e+00, +3.0614e-02, +2.5802e-01, +0.0000e+00, +2.8702e-01, +1.0297e+00, +3.8777e-01, +1.0271e-02, +0.0000e+00, +1.3686e-01, +3.3905e-01, +0.0000e+00, +0.0000e+00, +3.4966e+00, +6.1477e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1189e+00, +1.7214e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0899e-01, +7.7719e-01, +7.8575e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.7872e-01, +1.6969e+00, +3.7470e-02, +0.0000e+00, +0.0000e+00, +3.9683e-01, +0.0000e+00, +8.8750e-02, +9.8522e-01, +3.4202e-01, +2.1500e-02, +1.0000e+06
 +0.0000e+00, +0.0000e+00, +4.8376e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.2757e-01, +6.7073e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.4541e-01, +0.0000e+00, +0.0000e+00, +6.7073e-02, +0.0000e+00, +3.9987e-02, +2.7336e-01, +0.0000e+00, +3.5568e-01, +0.0000e+00, +4.1444e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.0555e-01, +0.0000e+00, +0.0000e+00, +3.6910e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7870e+00, +5.8344e-02, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +0.0000e+00, +0.0000e+00, +2.5225e-02, +1.0000e+06
 +0.0000e+00, +9.8330e-04, +3.3857e-01, +9.0152e-02, +0.0000e+00, +0.0000e+00, +2.6027e-01, +2.7359e-03, +0.0000e+00, +1.0845e-01, +1.8374e-03, +0.0000e+00, +1.9752e-01, +0.0000e+00, +0.0000e+00, +5.9365e-02, +0.0000e+00, +3.1297e-02, +1.5162e-01, +0.0000e+00, +1.9961e-01, +6.3631e-01, +6.3571e-02, +5.1236e-03, +0.0000e+00, +1.2684e-01, +1.0146e-01, +0.0000e+00, +0.0000e+00, +2.7162e+00, +1.4452e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.5384e+00, +6.2014e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.0299e-01, +2.0249e+00, +4.1783e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.1754e-01, +1.4837e+00, +2.2440e-02, +0.0000e+00, +0.0000e+00, +2.8496e-01, +0.0000e+00, +4.8814e-01, +1.5596e+00, +2.9760e-01, +3.6184e-04, +1.0000e+06
 +0.0000e+00, +1.9902e-03, +3.3167e-01, +1.3768e-01, +0.0000e+00, +0.0000e+00, +1.9833e-01, +4.7322e-02, +0.0000e+00, +1.1002e-01, +1.7208e-02, +0.0000e+00, +3.4115e-02, +0.0000e+00, +0.0000e+00, +3.1366e-02, +0.0000e+00, +2.3359e-02, +1.0191e-01, +0.0000e+00, +3.0380e-02, +3.7204e-01, +1.7942e-01, +2.0959e-02, +0.0000e+00, +4.2048e-02, +1.0199e-01, +0.0000e+00, +0.0000e+00, +1.5535e+00, +1.4488e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9270e-01, +1.3523e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0901e+00, +1.5135e+00, +6.1817e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.4478e-01, +6.8306e-01, +3.2315e-02, +0.0000e+00, +0.0000e+00, +4.2541e-01, +0.0000e+00, +3.7006e-01, +1.5002e+00, +3.6678e-01, +1.2285e-02, +1.0000e+06
 +0.0000e+00, +7.7985e-03, +4.8376e-01, +4.2121e-12, +0.0000e+00, +0.0000e+00, +4.2757e-01, +6.7073e-02, +0.0000e+00, +1.5745e-01, +2.1830e-11, +0.0000e+00, +1.7973e-11, +0.0000e+00, +0.0000e+00, +1.2244e-12, +0.0000e+00, +3.8057e-14, +2.7336e-01, +0.0000e+00, +4.8439e-10, +1.1582e+00, +4.1444e-01, +5.7181e-13, +0.0000e+00, +9.3383e-13, +4.2005e-09, +0.0000e+00, +0.0000e+00, +3.6910e+00, +1.7759e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +2.5994e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2475e+00, +1.5889e-07, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2841e+00, +2.4244e-10, +4.0604e-12, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +3.6313e-11, +5.9676e-01, +2.5225e-02, +1.0000e+06
 +0.0000e+00, +7.7985e-03, +4.8376e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.2757e-01, +6.7073e-02, +0.0000e+00, +1.5745e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.7336e-01, +0.0000e+00, +0.0000e+00, +1.1582e+00, +4.1444e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.0555e-01, +0.0000e+00, +0.0000e+00, +3.6910e+00, +1.7759e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +1.0030e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2475e+00, +0.0000e+00, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2841e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +0.0000e+00, +5.9676e-01, +2.5225e-02, +1.0000e+06
 +0.0000e+00, +7.7985e-03, +4.8376e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.2757e-01, +6.7073e-02, +0.0000e+00, +1.5745e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.7336e-01, +0.0000e+00, +0.0000e+00, +1.1582e+00, +4.1444e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.0555e-01, +0.0000e+00, +0.0000e+00, +3.6910e+00, +1.7759e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +2.5994e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2475e+00, +0.0000e+00, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2841e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +0.0000e+00, +5.9676e-01, +2.5225e-02, +1.0000e+06
 +0.0000e+00, +7.7985e-03, +4.8376e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.2757e-01, +6.7073e-02, +0.0000e+00, +1.5745e-01, +8.6060e-18, +0.0000e+00, +4.1093e-15, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.6587e-16, +2.7336e-01, +0.0000e+00, +9.1661e-16, +1.1582e+00, +4.1444e-01, +5.3277e-17, +0.0000e+00, +9.9090e-16, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.6910e+00, +1.7759e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +2.5994e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2475e+00, +1.0974e-14, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2841e+00, +9.2964e-15, +3.5409e-16, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +2.2444e-15, +5.9676e-01, +2.5225e-02, +1.0000e+06
 +0.0000e+00, +2.0389e-12, +4.8376e-01, +1.8722e-12, +0.0000e+00, +0.0000e+00, +4.2757e-01, +6.7073e-02, +0.0000e+00, +1.9461e-11, +7.5960e-13, +0.0000e+00, +6.4541e-01, +0.0000e+00, +0.0000e+00, +9.5478e-11, +0.0000e+00, +3.9987e-02, +2.7336e-01, +0.0000e+00, +3.5568e-01, +3.3368e-12, +4.1444e-01, +6.2414e-13, +0.0000e+00, +4.7811e-10, +5.0555e-01, +0.0000e+00, +0.0000e+00, +3.6910e+00, +1.1626e-11, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +5.1603e-12, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.7568e-08, +2.5607e-11, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.0590e-12, +1.7870e+00, +5.8344e-02, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +2.6010e-12, +2.4224e-11, +2.0079e-11, +1.0000e+06
 +0.0000e+00, +1.4736e-13, +4.8376e-01, +8.8640e-13, +0.0000e+00, +0.0000e+00, +2.2477e-09, +6.7073e-02, +0.0000e+00, +1.0009e-11, +8.7602e-14, +0.0000e+00, +6.4541e-01, +0.0000e+00, +0.0000e+00, +1.9447e-02, +0.0000e+00, +3.9987e-02, +2.7336e-01, +0.0000e+00, +3.5568e-01, +2.4435e-10, +4.1444e-01, +1.5898e-13, +0.0000e+00, +9.2355e-13, +5.0555e-01, +0.0000e+00, +0.0000e+00, +3.6910e+00, +2.4755e-11, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +1.8591e-11, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1888e+00, +9.4299e-10, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7906e-11, +1.7870e+00, +5.8344e-02, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +3.3104e-11, +1.7462e-09, +2.5225e-02, +1.0000e+06
 +0.0000e+00, +3.9945e-04, +3.8240e-01, +2.2854e-02, +0.0000e+00, +0.0000e+00, +3.9328e-01, +8.8155e-04, +0.0000e+00, +1.1887e-01, +1.3310e-02, +0.0000e+00, +4.2983e-01, +0.0000e+00, +0.0000e+00, +8.4024e-03, +0.0000e+00, +1.0848e-03, +2.5921e-02, +0.0000e+00, +1.1854e-01, +3.2709e-01, +1.2747e-01, +2.0129e-02, +0.0000e+00, +1.2158e-01, +1.4867e-01, +0.0000e+00, +0.0000e+00, +2.0934e+00, +9.4230e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.3143e-01, +1.8700e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.8936e-01, +9.9921e-01, +8.7770e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.4922e-01, +2.6654e-01, +6.8421e-03, +0.0000e+00, +0.0000e+00, +4.5753e-01, +0.0000e+00, +1.9169e-01, +1.0780e+00, +5.8444e-02, +8.5599e-03, +1.0000e+06
 +0.0000e+00, +7.7985e-03, +1.2872e-13, +1.4124e-01, +0.0000e+00, +0.0000e+00, +9.5895e-13, +1.9782e-14, +0.0000e+00, +1.5745e-01, +2.7150e-02, +0.0000e+00, +1.1174e-12, +0.0000e+00, +0.0000e+00, +4.3549e-14, +0.0000e+00, +3.9987e-02, +2.2243e-13, +0.0000e+00, +3.5568e-01, +1.1582e+00, +2.3686e-13, +2.4390e-02, +0.0000e+00, +2.0015e-13, +5.0555e-01, +0.0000e+00, +0.0000e+00, +3.6910e+00, +1.7759e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.9210e+00, +6.8310e-13, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2475e+00, +2.6209e+00, +1.2195e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2841e+00, +3.5628e-12, +5.8344e-02, +0.0000e+00, +0.0000e+00, +5.1037e-01, +0.0000e+00, +7.2157e-01, +1.6946e+00, +4.9573e-13, +5.9834e-14, +1.0000e+06
 +0.0000e+00, +5.0646e-03, +1.1173e-01, +1.1539e-01, +0.0000e+00, +0.0000e+00, +2.5711e-01, +1.3733e-02, +0.0000e+00, +6.6796e-02, +1.0928e-03, +0.0000e+00, +1.8363e-01, +0.0000e+00, +0.0000e+00, +1.2137e-02, +0.0000e+00, +1.8584e-02, +3.0724e-02, +0.0000e+00, +1.4900e-01, +9.0032e-02, +3.0677e-01, +9.9089e-03, +0.0000e+00, +1.2746e-01, +2.1523e-01, +0.0000e+00, +0.0000e+00, +1.7581e+00, +2.9584e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.4976e-01, +2.0925e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1212e+00, +1.6720e+00, +4.6333e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1412e+00, +1.1605e+00, +2.4076e-02, +0.0000e+00, +0.0000e+00, +3.6617e-01, +0.0000e+00, +1.9215e-01, +7.5109e-02, +4.9216e-01, +1.5323e-02, +1.0000e+06
 +0.0000e+00, +5.2304e-03, +1.2708e-01, +1.2133e-01, +0.0000e+00, +0.0000e+00, +2.8809e-01, +1.9258e-02, +0.0000e+00, +8.2839e-02, +4.1199e-03, +0.0000e+00, +2.6779e-01, +0.0000e+00, +0.0000e+00, +2.2733e-02, +0.0000e+00, +2.5617e-02, +8.1211e-02, +0.0000e+00, +2.2086e-01, +3.3390e-01, +3.9753e-01, +1.5454e-02, +0.0000e+00, +1.6894e-01, +3.4256e-01, +0.0000e+00, +0.0000e+00, +2.7753e+00, +7.9902e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.6643e+00, +3.8305e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.6025e-01, +9.0403e-02, +9.5479e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.2248e-01, +1.7100e-01, +5.0459e-02, +0.0000e+00, +0.0000e+00, +9.5453e-02, +0.0000e+00, +5.3911e-01, +8.9937e-01, +1.8893e-01, +2.6430e-03, +1.0000e+06
 +0.0000e+00, +1.0802e-03, +4.6473e-01, +1.1083e-01, +0.0000e+00, +0.0000e+00, +1.1461e-01, +6.6748e-03, +0.0000e+00, +1.2089e-01, +1.6415e-02, +0.0000e+00, +1.8292e-01, +0.0000e+00, +0.0000e+00, +5.4625e-02, +0.0000e+00, +2.0394e-02, +9.8484e-02, +0.0000e+00, +2.3312e-02, +1.0662e+00, +3.2206e-01, +1.5492e-02, +0.0000e+00, +6.0550e-02, +1.1043e-01, +0.0000e+00, +0.0000e+00, +3.0079e+00, +1.2135e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.1384e+00, +1.7666e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0847e+00, +1.9883e+00, +7.9143e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.9536e-02, +1.6325e+00, +4.7427e-02, +0.0000e+00, +0.0000e+00, +2.6407e-01, +0.0000e+00, +2.3500e-01, +3.9203e-01, +8.2356e-02, +1.1521e-03, +1.0000e+06
 +0.0000e+00, +1.2460e-03, +4.8008e-01, +1.1677e-01, +0.0000e+00, +0.0000e+00, +1.4560e-01, +1.2200e-02, +0.0000e+00, +1.3693e-01, +1.9442e-02, +0.0000e+00, +2.6708e-01, +0.0000e+00, +0.0000e+00, +6.5221e-02, +0.0000e+00, +2.7427e-02, +1.4897e-01, +0.0000e+00, +9.5169e-02, +1.5183e-01, +4.1282e-01, +2.1037e-02, +0.0000e+00, +1.0203e-01, +2.3776e-01, +0.0000e+00, +0.0000e+00, +3.3413e-01, +1.7167e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.3200e-01, +5.7171e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.2372e-01, +4.0670e-01, +6.3379e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.8488e-01, +6.4292e-01, +1.5465e-02, +0.0000e+00, +0.0000e+00, +5.0372e-01, +0.0000e+00, +5.8196e-01, +1.2163e+00, +3.7589e-01, +1.3697e-02, +1.0000e+06
 +0.0000e+00, +1.4118e-03, +1.1664e-02, +1.2272e-01, +0.0000e+00, +0.0000e+00, +1.7658e-01, +1.7726e-02, +0.0000e+00, +1.5297e-01, +2.2469e-02, +0.0000e+00, +3.5123e-01, +0.0000e+00, +0.0000e+00, +8.7434e-03, +0.0000e+00, +3.4460e-02, +1.9946e-01, +0.0000e+00, +1.6703e-01, +3.9570e-01, +8.9135e-02, +2.1914e-03, +0.0000e+00, +1.4351e-01, +3.6508e-01, +0.0000e+00, +0.0000e+00, +1.3513e+00, +4.4393e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.8466e+00, +9.4714e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +8.1029e-01, +1.4460e+00, +5.5484e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1502e+00, +1.4404e+00, +4.1847e-02, +0.0000e+00, +0.0000e+00, +2.3301e-01, +0.0000e+00, +2.0735e-01, +3.4591e-01, +7.2667e-02, +1.0165e-03, +1.0000e+06
 +0.0000e+00, +1.5777e-03, +2.7012e-02, +1.2866e-01, +0.0000e+00, +0.0000e+00, +2.0757e-01, +2.3252e-02, +0.0000e+00, +1.1570e-02, +2.5496e-02, +0.0000e+00, +4.3538e-01, +0.0000e+00, +0.0000e+00, +1.9339e-02, +0.0000e+00, +1.5061e-03, +2.4995e-01, +0.0000e+00, +2.3888e-01, +6.3957e-01, +1.7990e-01, +7.7364e-03, +0.0000e+00, +1.4833e-02, +4.9241e-01, +0.0000e+00, +0.0000e+00, +2.3686e+00, +9.4711e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.1612e+00, +1.8371e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.9351e-02, +2.4853e+00, +1.0463e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.3152e-01, +4.5086e-01, +9.8854e-03, +0.0000e+00, +0.0000e+00, +4.7266e-01, +0.0000e+00, +5.5431e-01, +1.1702e+00, +3.6620e-01, +1.3561e-02, +1.0000e+06
